purchase_order_id,product_id,supplier_id,supplier_name,order_date,expected_delivery_date,order_quantity,unit_cost,total_cost,status
PO-002910,OFF-PA-10001667,SUP-OFF-03,Prime Workplace Essentials,2017-09-11,2017-09-19,12,$3.90,$46.80,Closed
PO-004075,TEC-AC-10003832,SUP-TEC-03,Apex Digital Wholesale,2017-09-11,2017-09-21,18,$102.55,"$1,845.90",Closed
PO-004163,TEC-CO-10001943,SUP-TEC-01,Vertex Tech Distribution,2017-09-11,2017-09-21,13,$151.24,"$1,966.12",Closed
PO-000216,FUR-CH-10002073,SUP-FUR-02,Atlas Workspace Supply,2017-09-12,2017-09-24,13,$120.04,"$1,560.52",Closed
PO-000336,FUR-CH-10004086,SUP-FUR-01,Northwood Furnishings,2017-09-12,2017-09-24,14,$300.24,"$4,203.36",Closed
PO-000543,FUR-FU-10001756,SUP-FUR-04,Cedar Contract Goods,2017-09-12,2017-09-29,21,$8.74,$183.54,Closed
PO-002462,OFF-FA-10002975,SUP-OFF-04,Evergreen Office Goods,2017-09-12,2017-09-17,13,$2.02,$26.26,Closed
PO-002634,OFF-LA-10003720,SUP-OFF-01,Pinnacle Paper & Office,2017-09-12,2017-09-21,21,$1.43,$30.03,Closed - Split Delivery
PO-001253,OFF-AR-10000255,SUP-OFF-04,Evergreen Office Goods,2017-09-13,2017-09-22,14,$2.68,$37.52,Closed
PO-004408,TEC-PH-10001644,SUP-TEC-03,Apex Digital Wholesale,2017-09-13,2017-09-24,17,$35.70,$606.90,Closed
PO-001781,OFF-BI-10001249,SUP-OFF-01,Pinnacle Paper & Office,2017-09-15,2017-09-19,14,$1.75,$24.50,Closed
PO-000166,FUR-CH-10001146,SUP-FUR-03,Summit Office Interiors,2017-09-16,2017-09-28,13,$42.71,$555.23,Closed
PO-001090,OFF-AP-10001564,SUP-OFF-02,Metro Stationery Co.,2017-09-16,2017-09-23,17,$52.41,$890.97,Closed
PO-001116,OFF-AP-10002287,SUP-OFF-03,Prime Workplace Essentials,2017-09-16,2017-09-25,23,$2.00,$46.00,Closed
PO-003007,OFF-PA-10002195,SUP-OFF-04,Evergreen Office Goods,2017-09-16,2017-09-24,21,$2.37,$49.77,Closed
PO-000633,FUR-FU-10002597,SUP-FUR-04,Cedar Contract Goods,2017-09-17,2017-09-27,20,$3.59,$71.80,Closed - Split Delivery
PO-003586,OFF-ST-10002790,SUP-OFF-01,Pinnacle Paper & Office,2017-09-17,2017-09-25,25,$12.90,$322.50,Closed
PO-000197,FUR-CH-10001854,SUP-FUR-04,Cedar Contract Goods,2017-09-18,2017-10-08,11,$191.38,"$2,105.18",Closed
PO-000253,FUR-CH-10002647,SUP-FUR-04,Cedar Contract Goods,2017-09-18,2017-10-08,17,$25.61,$435.37,Closed
PO-002225,OFF-BI-10004654,SUP-OFF-02,Metro Stationery Co.,2017-09-18,2017-09-21,25,$2.44,$61.00,Closed
PO-002696,OFF-PA-10000100,SUP-OFF-03,Prime Workplace Essentials,2017-09-18,2017-09-25,19,$34.29,$651.51,Closed
PO-003305,OFF-PA-10004735,SUP-OFF-01,Pinnacle Paper & Office,2017-09-18,2017-09-22,11,$9.03,$99.33,Closed
PO-000172,FUR-CH-10001215,SUP-FUR-04,Cedar Contract Goods,2017-09-19,2017-10-10,10,$356.11,"$3,561.10",Closed
PO-002226,OFF-BI-10004654,SUP-OFF-02,Metro Stationery Co.,2017-09-19,2017-09-26,19,$2.44,$46.36,Closed
PO-003759,OFF-SU-10003002,SUP-OFF-04,Evergreen Office Goods,2017-09-19,2017-09-28,25,$1.00,$25.00,Closed
PO-004213,TEC-MA-10001695,SUP-TEC-03,Apex Digital Wholesale,2017-09-19,2017-10-01,17,$52.37,$890.29,Closed
PO-002249,OFF-BI-10004828,SUP-OFF-03,Prime Workplace Essentials,2017-09-20,2017-09-30,24,$2.88,$69.12,Closed
PO-000019,FUR-BO-10001567,SUP-FUR-02,Atlas Workspace Supply,2017-09-22,2017-10-03,10,$56.53,$565.30,Closed
PO-000299,FUR-CH-10003606,SUP-FUR-03,Summit Office Interiors,2017-09-22,2017-10-07,10,$47.40,$474.00,Closed
PO-000420,FUR-FU-10000246,SUP-FUR-03,Summit Office Interiors,2017-09-22,2017-10-08,16,$8.70,$139.20,Closed - Split Delivery
PO-001528,OFF-AR-10003727,SUP-OFF-03,Prime Workplace Essentials,2017-09-22,2017-09-30,10,$5.12,$51.20,Closed
PO-002545,OFF-LA-10001158,SUP-OFF-01,Pinnacle Paper & Office,2017-09-22,2017-09-28,10,$5.36,$53.60,Closed
PO-002664,OFF-LA-10004484,SUP-OFF-01,Pinnacle Paper & Office,2017-09-22,2017-10-03,11,$2.02,$22.22,Closed
PO-003015,OFF-PA-10002245,SUP-OFF-01,Pinnacle Paper & Office,2017-09-22,2017-09-29,13,$2.37,$30.81,Closed - Split Delivery
PO-003549,OFF-ST-10002370,SUP-OFF-03,Prime Workplace Essentials,2017-09-22,2017-10-02,24,$21.58,$517.92,Closed - Split Delivery
PO-000848,FUR-FU-10004963,SUP-FUR-04,Cedar Contract Goods,2017-09-23,2017-10-05,22,$2.57,$56.54,Closed
PO-001256,OFF-AR-10000315,SUP-OFF-03,Prime Workplace Essentials,2017-09-23,2017-09-29,19,$1.04,$19.76,Closed
PO-002159,OFF-BI-10004187,SUP-OFF-03,Prime Workplace Essentials,2017-09-23,2017-09-29,21,$1.00,$21.00,Closed
PO-003595,OFF-ST-10003058,SUP-OFF-01,Pinnacle Paper & Office,2017-09-23,2017-09-26,12,$12.87,$154.44,Closed
PO-003783,OFF-SU-10004737,SUP-OFF-02,Metro Stationery Co.,2017-09-23,2017-10-02,14,$3.31,$46.34,Closed - Split Delivery
PO-000161,FUR-CH-10000988,SUP-FUR-04,Cedar Contract Goods,2017-09-24,2017-10-11,14,$89.23,"$1,249.22",Closed - Split Delivery
PO-000279,FUR-CH-10003199,SUP-FUR-04,Cedar Contract Goods,2017-09-24,2017-10-15,14,$35.74,$500.36,Closed
PO-002211,OFF-BI-10004584,SUP-OFF-03,Prime Workplace Essentials,2017-09-24,2017-09-28,15,$49.76,$746.40,Closed
PO-003458,OFF-ST-10001370,SUP-OFF-03,Prime Workplace Essentials,2017-09-24,2017-10-03,12,$50.38,$604.56,Closed
PO-000466,FUR-FU-10000755,SUP-FUR-04,Cedar Contract Goods,2017-09-25,2017-10-15,17,$4.53,$77.01,Closed
PO-001587,OFF-AR-10004441,SUP-OFF-04,Evergreen Office Goods,2017-09-25,2017-10-03,22,$2.69,$59.18,Closed
PO-002250,OFF-BI-10004828,SUP-OFF-03,Prime Workplace Essentials,2017-09-25,2017-10-03,15,$2.88,$43.20,Closed
PO-003346,OFF-ST-10000136,SUP-OFF-04,Evergreen Office Goods,2017-09-25,2017-10-02,12,$27.63,$331.56,Closed
PO-001438,OFF-AR-10002445,SUP-OFF-01,Pinnacle Paper & Office,2017-09-26,2017-10-07,18,$5.84,$105.12,Closed
PO-001892,OFF-BI-10002026,SUP-OFF-04,Evergreen Office Goods,2017-09-26,2017-10-01,15,$13.18,$197.70,Closed
PO-002293,OFF-EN-10001415,SUP-OFF-03,Prime Workplace Essentials,2017-09-26,2017-10-02,25,$2.46,$61.50,Closed
PO-003226,OFF-PA-10004040,SUP-OFF-04,Evergreen Office Goods,2017-09-26,2017-10-04,24,$2.71,$65.04,Closed
PO-000012,FUR-BO-10000780,SUP-FUR-04,Cedar Contract Goods,2017-09-27,2017-10-11,14,$129.76,"$1,816.64",Closed - Split Delivery
PO-002680,OFF-LA-10004853,SUP-OFF-04,Evergreen Office Goods,2017-09-29,2017-10-10,20,$2.89,$57.80,Closed
PO-002716,OFF-PA-10000176,SUP-OFF-03,Prime Workplace Essentials,2017-09-29,2017-10-11,19,$5.78,$109.82,Closed
PO-003389,OFF-ST-10000676,SUP-OFF-02,Metro Stationery Co.,2017-09-29,2017-10-03,11,$25.65,$282.15,Closed
PO-000947,FUR-TA-10003238,SUP-FUR-04,Cedar Contract Goods,2017-10-01,2017-10-14,23,$135.97,"$3,127.31",Closed
PO-001401,OFF-AR-10001958,SUP-OFF-04,Evergreen Office Goods,2017-10-02,2017-10-09,20,$8.80,$176.00,Closed
PO-004179,TEC-CO-10004722,SUP-TEC-04,CoreLink Systems,2017-10-02,2017-10-11,21,"$2,496.58","$52,428.18",Closed
PO-000280,FUR-CH-10003199,SUP-FUR-04,Cedar Contract Goods,2017-10-03,2017-10-24,25,$35.74,$893.50,Closed - Split Delivery
PO-000652,FUR-FU-10002885,SUP-FUR-03,Summit Office Interiors,2017-10-04,2017-10-20,15,$2.43,$36.45,Closed
PO-000929,FUR-TA-10002622,SUP-FUR-03,Summit Office Interiors,2017-10-04,2017-10-18,23,$67.58,"$1,554.34",Closed
PO-002811,OFF-PA-10000740,SUP-OFF-02,Metro Stationery Co.,2017-10-04,2017-10-11,11,$12.36,$135.96,Closed
PO-000669,FUR-FU-10003095,SUP-FUR-01,Northwood Furnishings,2017-10-05,2017-10-19,10,$12.13,$121.30,Closed
PO-002129,OFF-BI-10004001,SUP-OFF-04,Evergreen Office Goods,2017-10-07,2017-10-15,21,$9.45,$198.45,Closed - Split Delivery
PO-002710,OFF-PA-10000167,SUP-OFF-02,Metro Stationery Co.,2017-10-08,2017-10-20,17,$11.08,$188.36,Closed - Split Delivery
PO-000778,FUR-FU-10004071,SUP-FUR-01,Northwood Furnishings,2017-10-09,2017-10-22,22,$101.07,"$2,223.54",Closed
PO-002897,OFF-PA-10001593,SUP-OFF-03,Prime Workplace Essentials,2017-10-09,2017-10-14,24,$3.55,$85.20,Closed - Split Delivery
PO-001345,OFF-AR-10001446,SUP-OFF-04,Evergreen Office Goods,2017-10-11,2017-10-19,11,$10.05,$110.55,Closed
PO-000533,FUR-FU-10001617,SUP-FUR-04,Cedar Contract Goods,2017-10-13,2017-10-29,17,$5.50,$93.50,Closed - Split Delivery
PO-000703,FUR-FU-10003535,SUP-FUR-02,Atlas Workspace Supply,2017-10-13,2017-10-30,10,$32.16,$321.60,Closed
PO-001378,OFF-AR-10001860,SUP-OFF-03,Prime Workplace Essentials,2017-10-13,2017-10-18,19,$2.94,$55.86,Closed - Split Delivery
PO-002241,OFF-BI-10004781,SUP-OFF-03,Prime Workplace Essentials,2017-10-13,2017-10-21,21,$7.66,$160.86,Closed
PO-002783,OFF-PA-10000551,SUP-OFF-03,Prime Workplace Essentials,2017-10-13,2017-10-19,24,$1.27,$30.48,Closed
PO-002869,OFF-PA-10001295,SUP-OFF-03,Prime Workplace Essentials,2017-10-13,2017-10-19,14,$4.32,$60.48,Closed
PO-003723,OFF-SU-10001218,SUP-OFF-01,Pinnacle Paper & Office,2017-10-13,2017-10-18,11,$4.37,$48.07,Closed
PO-003038,OFF-PA-10002377,SUP-OFF-04,Evergreen Office Goods,2017-10-14,2017-10-21,20,$14.05,$281.00,Closed
PO-003714,OFF-SU-10000946,SUP-OFF-02,Metro Stationery Co.,2017-10-14,2017-10-23,22,$4.91,$108.02,Closed
PO-004579,TEC-PH-10003442,SUP-TEC-03,Apex Digital Wholesale,2017-10-15,2017-10-23,16,$5.61,$89.76,Closed
PO-000016,FUR-BO-10001337,SUP-FUR-04,Cedar Contract Goods,2017-10-17,2017-11-05,22,$47.85,"$1,052.70",Closed
PO-000082,FUR-BO-10003894,SUP-FUR-02,Atlas Workspace Supply,2017-10-17,2017-11-02,12,$110.82,"$1,329.84",Closed
PO-004553,TEC-PH-10003072,SUP-TEC-02,BlueCircuit Supply,2017-10-17,2017-10-24,23,$340.97,"$7,842.31",Closed
PO-000240,FUR-CH-10002372,SUP-FUR-01,Northwood Furnishings,2017-10-20,2017-11-02,13,$18.66,$242.58,Closed
PO-002477,OFF-FA-10003112,SUP-OFF-03,Prime Workplace Essentials,2017-10-20,2017-10-30,19,$3.02,$57.38,Closed
PO-002810,OFF-PA-10000726,SUP-OFF-04,Evergreen Office Goods,2017-10-20,2017-10-25,11,$8.23,$90.53,Closed
PO-000049,FUR-BO-10002545,SUP-FUR-02,Atlas Workspace Supply,2017-10-21,2017-11-02,10,$283.60,"$2,836.00",Closed
PO-000358,FUR-CH-10004626,SUP-FUR-03,Summit Office Interiors,2017-10-21,2017-11-07,12,$65.92,$791.04,Closed
PO-000726,FUR-FU-10003731,SUP-FUR-03,Summit Office Interiors,2017-10-21,2017-11-06,17,$3.60,$61.20,Closed - Split Delivery
PO-002916,OFF-PA-10001725,SUP-OFF-02,Metro Stationery Co.,2017-10-21,2017-10-28,12,$30.81,$369.72,Closed
PO-003686,OFF-ST-10004804,SUP-OFF-01,Pinnacle Paper & Office,2017-10-21,2017-10-27,12,$24.74,$296.88,Closed
PO-003954,TEC-AC-10002323,SUP-TEC-02,BlueCircuit Supply,2017-10-21,2017-10-31,15,$20.23,$303.45,Closed
PO-004081,TEC-AC-10004001,SUP-TEC-04,CoreLink Systems,2017-10-21,2017-10-29,13,$88.66,"$1,152.58",Closed
PO-004101,TEC-AC-10004420,SUP-TEC-03,Apex Digital Wholesale,2017-10-21,2017-11-02,12,$61.78,$741.36,Closed
PO-004107,TEC-AC-10004510,SUP-TEC-04,CoreLink Systems,2017-10-21,2017-11-01,16,$11.21,$179.36,Closed
PO-004240,TEC-MA-10003176,SUP-TEC-02,BlueCircuit Supply,2017-10-21,2017-11-01,14,$58.84,$823.76,Closed
PO-000462,FUR-FU-10000732,SUP-FUR-04,Cedar Contract Goods,2017-10-22,2017-11-02,25,$5.44,$136.00,Closed
PO-000563,FUR-FU-10001934,SUP-FUR-03,Summit Office Interiors,2017-10-22,2017-11-06,11,$10.04,$110.44,Closed
PO-000670,FUR-FU-10003095,SUP-FUR-01,Northwood Furnishings,2017-10-22,2017-11-04,13,$12.13,$157.69,Closed
PO-000727,FUR-FU-10003731,SUP-FUR-03,Summit Office Interiors,2017-10-22,2017-11-06,17,$3.60,$61.20,Closed
PO-004247,TEC-MA-10003337,SUP-TEC-01,Vertex Tech Distribution,2017-10-22,2017-10-29,10,$119.16,"$1,191.60",Closed
PO-000495,FUR-FU-10001196,SUP-FUR-03,Summit Office Interiors,2017-10-23,2017-11-09,14,$3.01,$42.14,Closed
PO-001007,OFF-AP-10000055,SUP-OFF-02,Metro Stationery Co.,2017-10-27,2017-11-03,13,$15.03,$195.39,Closed
PO-001829,OFF-BI-10001628,SUP-OFF-03,Prime Workplace Essentials,2017-10-27,2017-11-02,17,$5.06,$86.02,Closed
PO-003381,OFF-ST-10000636,SUP-OFF-02,Metro Stationery Co.,2017-10-27,2017-11-04,12,$19.78,$237.36,Closed
PO-000706,FUR-FU-10003553,SUP-FUR-03,Summit Office Interiors,2017-10-28,2017-11-17,23,$31.89,$733.47,Closed
PO-000736,FUR-FU-10003806,SUP-FUR-02,Atlas Workspace Supply,2017-10-28,2017-11-15,14,$79.50,"$1,113.00",Closed
PO-003304,OFF-PA-10004734,SUP-OFF-02,Metro Stationery Co.,2017-10-28,2017-11-03,13,$3.53,$45.89,Closed
PO-004503,TEC-PH-10002563,SUP-TEC-02,BlueCircuit Supply,2017-10-28,2017-11-10,24,$68.04,"$1,632.96",Closed
PO-001326,OFF-AR-10001227,SUP-OFF-02,Metro Stationery Co.,2017-10-29,2017-11-04,16,$1.13,$18.08,Closed
PO-000198,FUR-CH-10001854,SUP-FUR-04,Cedar Contract Goods,2017-10-31,2017-11-20,19,$191.38,"$3,636.22",Closed
PO-003435,OFF-ST-10001128,SUP-OFF-01,Pinnacle Paper & Office,2017-10-31,2017-11-05,24,$105.47,"$2,531.28",Closed
PO-003974,TEC-AC-10002473,SUP-TEC-04,CoreLink Systems,2017-11-01,2017-11-09,14,$25.25,$353.50,Closed - Split Delivery
PO-004451,TEC-PH-10002114,SUP-TEC-04,CoreLink Systems,2017-11-01,2017-11-11,14,$216.12,"$3,025.68",Closed
PO-000025,FUR-BO-10001619,SUP-FUR-03,Summit Office Interiors,2017-11-02,2017-11-19,12,$59.67,$716.04,Closed
PO-004664,TEC-PH-10004536,SUP-TEC-03,Apex Digital Wholesale,2017-11-02,2017-11-15,10,$122.70,"$1,227.00",Closed
PO-000169,FUR-CH-10001190,SUP-FUR-02,Atlas Workspace Supply,2017-11-03,2017-11-13,10,$27.93,$279.30,Closed
PO-000381,FUR-CH-10004886,SUP-FUR-03,Summit Office Interiors,2017-11-03,2017-11-18,14,$54.95,$769.30,Closed - Split Delivery
PO-001172,OFF-AP-10003057,SUP-OFF-02,Metro Stationery Co.,2017-11-03,2017-11-15,25,$209.85,"$5,246.25",Closed
PO-001261,OFF-AR-10000380,SUP-OFF-02,Metro Stationery Co.,2017-11-03,2017-11-12,23,$24.18,$556.14,Closed
PO-001493,OFF-AR-10003394,SUP-OFF-02,Metro Stationery Co.,2017-11-03,2017-11-10,21,$1.41,$29.61,Closed
PO-001543,OFF-AR-10003772,SUP-OFF-04,Evergreen Office Goods,2017-11-03,2017-11-09,22,$3.65,$80.30,Closed - Split Delivery
PO-002121,OFF-BI-10003981,SUP-OFF-03,Prime Workplace Essentials,2017-11-03,2017-11-07,22,$1.71,$37.62,Closed - Split Delivery
PO-002442,OFF-FA-10001561,SUP-OFF-02,Metro Stationery Co.,2017-11-03,2017-11-14,16,$1.13,$18.08,Closed - Split Delivery
PO-002671,OFF-LA-10004545,SUP-OFF-02,Metro Stationery Co.,2017-11-03,2017-11-08,12,$4.70,$56.40,Closed
PO-003004,OFF-PA-10002160,SUP-OFF-02,Metro Stationery Co.,2017-11-03,2017-11-09,25,$5.06,$126.50,Closed
PO-003266,OFF-PA-10004359,SUP-OFF-04,Evergreen Office Goods,2017-11-03,2017-11-11,15,$51.41,$771.15,Closed
PO-003829,TEC-AC-10000682,SUP-TEC-03,Apex Digital Wholesale,2017-11-03,2017-11-17,16,$16.72,$267.52,Closed
PO-000613,FUR-FU-10002445,SUP-FUR-02,Atlas Workspace Supply,2017-11-04,2017-11-16,21,$5.24,$110.04,Closed
PO-001688,OFF-BI-10000494,SUP-OFF-02,Metro Stationery Co.,2017-11-04,2017-11-11,15,$1.00,$15.00,Closed
PO-002737,OFF-PA-10000295,SUP-OFF-02,Metro Stationery Co.,2017-11-04,2017-11-13,22,$3.26,$71.72,Closed
PO-003616,OFF-ST-10003442,SUP-OFF-04,Evergreen Office Goods,2017-11-04,2017-11-15,15,$14.11,$211.65,Closed
PO-003740,OFF-SU-10002301,SUP-OFF-03,Prime Workplace Essentials,2017-11-04,2017-11-14,23,$1.00,$23.00,Closed
PO-000737,FUR-FU-10003806,SUP-FUR-02,Atlas Workspace Supply,2017-11-05,2017-11-22,15,$79.50,"$1,192.50",Closed
PO-000816,FUR-FU-10004665,SUP-FUR-02,Atlas Workspace Supply,2017-11-05,2017-11-18,16,$46.11,$737.76,Closed
PO-002190,OFF-BI-10004364,SUP-OFF-03,Prime Workplace Essentials,2017-11-05,2017-11-15,15,$1.34,$20.10,Closed
PO-002526,OFF-LA-10000414,SUP-OFF-03,Prime Workplace Essentials,2017-11-05,2017-11-08,14,$7.44,$104.16,Closed
PO-002587,OFF-LA-10002312,SUP-OFF-02,Metro Stationery Co.,2017-11-05,2017-11-15,16,$2.92,$46.72,Closed
PO-003794,TEC-AC-10000057,SUP-TEC-01,Vertex Tech Distribution,2017-11-05,2017-11-19,13,$24.60,$319.80,Closed - Split Delivery
PO-003950,TEC-AC-10002305,SUP-TEC-01,Vertex Tech Distribution,2017-11-05,2017-11-22,18,$15.59,$280.62,Closed
PO-004568,TEC-PH-10003187,SUP-TEC-02,BlueCircuit Supply,2017-11-05,2017-11-15,12,$2.95,$35.40,Closed
PO-003041,OFF-PA-10002421,SUP-OFF-01,Pinnacle Paper & Office,2017-11-06,2017-11-15,24,$7.60,$182.40,Closed
PO-003233,OFF-PA-10004071,SUP-OFF-04,Evergreen Office Goods,2017-11-06,2017-11-14,23,$23.67,$544.41,Closed
PO-003617,OFF-ST-10003442,SUP-OFF-04,Evergreen Office Goods,2017-11-06,2017-11-15,18,$14.11,$253.98,Closed
PO-000579,FUR-FU-10002030,SUP-FUR-02,Atlas Workspace Supply,2017-11-07,2017-11-23,22,$5.14,$113.08,Closed
PO-001786,OFF-BI-10001294,SUP-OFF-01,Pinnacle Paper & Office,2017-11-07,2017-11-15,20,$6.79,$135.80,Closed
PO-002649,OFF-LA-10004093,SUP-OFF-04,Evergreen Office Goods,2017-11-07,2017-11-13,21,$2.04,$42.84,Closed
PO-003626,OFF-ST-10003479,SUP-OFF-01,Pinnacle Paper & Office,2017-11-07,2017-11-16,18,$16.85,$303.30,Closed
PO-003742,OFF-SU-10002503,SUP-OFF-01,Pinnacle Paper & Office,2017-11-07,2017-11-10,10,$2.09,$20.90,Closed
PO-003995,TEC-AC-10002800,SUP-TEC-02,BlueCircuit Supply,2017-11-07,2017-11-16,20,$55.90,"$1,118.00",Closed
PO-004080,TEC-AC-10003911,SUP-TEC-03,Apex Digital Wholesale,2017-11-07,2017-11-20,25,$250.04,"$6,251.00",Closed
PO-004323,TEC-PH-10000586,SUP-TEC-02,BlueCircuit Supply,2017-11-07,2017-11-14,19,$46.11,$876.09,Closed
PO-000028,FUR-BO-10001798,SUP-FUR-03,Summit Office Interiors,2017-11-08,2017-11-24,23,$67.01,"$1,541.23",Closed
PO-003841,TEC-AC-10000926,SUP-TEC-03,Apex Digital Wholesale,2017-11-08,2017-11-18,15,$4.38,$65.70,Closed
PO-001772,OFF-BI-10001191,SUP-OFF-04,Evergreen Office Goods,2017-11-10,2017-11-15,25,$5.91,$147.75,Closed - Split Delivery
PO-001823,OFF-BI-10001597,SUP-OFF-03,Prime Workplace Essentials,2017-11-10,2017-11-13,21,$14.40,$302.40,Closed
PO-001903,OFF-BI-10002082,SUP-OFF-03,Prime Workplace Essentials,2017-11-10,2017-11-17,23,$17.70,$407.10,Closed
PO-002806,OFF-PA-10000682,SUP-OFF-03,Prime Workplace Essentials,2017-11-10,2017-11-22,22,$4.56,$100.32,Closed
PO-002928,OFF-PA-10001776,SUP-OFF-03,Prime Workplace Essentials,2017-11-10,2017-11-19,16,$6.12,$97.92,Closed
PO-003042,OFF-PA-10002421,SUP-OFF-01,Pinnacle Paper & Office,2017-11-10,2017-11-17,14,$7.60,$106.40,Closed - Split Delivery
PO-003128,OFF-PA-10003172,SUP-OFF-03,Prime Workplace Essentials,2017-11-10,2017-11-17,16,$3.86,$61.76,Closed
PO-003356,OFF-ST-10000352,SUP-OFF-01,Pinnacle Paper & Office,2017-11-10,2017-11-17,20,$6.05,$121.00,Closed
PO-003525,OFF-ST-10002205,SUP-OFF-04,Evergreen Office Goods,2017-11-10,2017-11-20,19,$5.51,$104.69,Closed - Split Delivery
PO-004265,TEC-MA-10004255,SUP-TEC-03,Apex Digital Wholesale,2017-11-10,2017-11-23,10,$211.45,"$2,114.50",Closed
PO-004603,TEC-PH-10003691,SUP-TEC-04,CoreLink Systems,2017-11-10,2017-11-23,17,$73.23,"$1,244.91",Closed
PO-000909,FUR-TA-10001950,SUP-FUR-03,Summit Office Interiors,2017-11-11,2017-11-28,25,$212.43,"$5,310.75",Closed
PO-001055,OFF-AP-10001058,SUP-OFF-01,Pinnacle Paper & Office,2017-11-11,2017-11-22,20,$96.09,"$1,921.80",Closed
PO-001491,OFF-AR-10003373,SUP-OFF-03,Prime Workplace Essentials,2017-11-11,2017-11-21,14,$10.93,$153.02,Closed
PO-001982,OFF-BI-10002852,SUP-OFF-03,Prime Workplace Essentials,2017-11-11,2017-11-16,21,$3.58,$75.18,Closed
PO-003567,OFF-ST-10002562,SUP-OFF-04,Evergreen Office Goods,2017-11-11,2017-11-20,17,$7.13,$121.21,Closed
PO-003951,TEC-AC-10002305,SUP-TEC-01,Vertex Tech Distribution,2017-11-11,2017-11-28,13,$15.59,$202.67,Closed
PO-004052,TEC-AC-10003447,SUP-TEC-03,Apex Digital Wholesale,2017-11-11,2017-11-17,21,$21.52,$451.92,Closed
PO-004180,TEC-MA-10000010,SUP-TEC-04,CoreLink Systems,2017-11-11,2017-11-24,10,$529.39,"$5,293.90",Closed
PO-004192,TEC-MA-10000752,SUP-TEC-04,CoreLink Systems,2017-11-11,2017-11-19,16,$2.16,$34.56,Closed
PO-002334,OFF-EN-10002831,SUP-OFF-03,Prime Workplace Essentials,2017-11-12,2017-11-24,16,$42.38,$678.08,Closed
PO-004053,TEC-AC-10003447,SUP-TEC-03,Apex Digital Wholesale,2017-11-12,2017-11-19,15,$21.52,$322.80,Closed
PO-000672,FUR-FU-10003096,SUP-FUR-02,Atlas Workspace Supply,2017-11-13,2017-11-27,15,$3.43,$51.45,Closed
PO-001514,OFF-AR-10003582,SUP-OFF-01,Pinnacle Paper & Office,2017-11-13,2017-11-22,25,$9.58,$239.50,Closed - Split Delivery
PO-002443,OFF-FA-10001754,SUP-OFF-03,Prime Workplace Essentials,2017-11-13,2017-11-18,23,$1.00,$23.00,Closed
PO-002560,OFF-LA-10001569,SUP-OFF-02,Metro Stationery Co.,2017-11-13,2017-11-18,17,$3.36,$57.12,Closed
PO-003411,OFF-ST-10000876,SUP-OFF-04,Evergreen Office Goods,2017-11-13,2017-11-21,24,$11.27,$270.48,Closed - Split Delivery
PO-003620,OFF-ST-10003455,SUP-OFF-03,Prime Workplace Essentials,2017-11-13,2017-11-18,10,$5.62,$56.20,Closed
PO-003665,OFF-ST-10004258,SUP-OFF-04,Evergreen Office Goods,2017-11-13,2017-11-19,11,$5.08,$55.88,Closed
PO-003704,OFF-SU-10000381,SUP-OFF-03,Prime Workplace Essentials,2017-11-13,2017-11-20,15,$5.14,$77.10,Closed
PO-000152,FUR-CH-10000785,SUP-FUR-04,Cedar Contract Goods,2017-11-14,2017-11-25,21,$115.67,"$2,429.07",Closed - Split Delivery
PO-002516,OFF-LA-10000248,SUP-OFF-04,Evergreen Office Goods,2017-11-14,2017-11-23,14,$1.50,$21.00,Closed
PO-002900,OFF-PA-10001609,SUP-OFF-04,Evergreen Office Goods,2017-11-14,2017-11-26,16,$3.54,$56.64,Closed
PO-003046,OFF-PA-10002479,SUP-OFF-02,Metro Stationery Co.,2017-11-14,2017-11-23,12,$1.61,$19.32,Closed - Split Delivery
PO-004086,TEC-AC-10004145,SUP-TEC-01,Vertex Tech Distribution,2017-11-14,2017-11-24,17,$460.56,"$7,829.52",Closed
PO-004489,TEC-PH-10002483,SUP-TEC-03,Apex Digital Wholesale,2017-11-14,2017-11-25,10,$133.97,"$1,339.70",Closed
PO-004498,TEC-PH-10002549,SUP-TEC-03,Apex Digital Wholesale,2017-11-15,2017-11-23,13,$99.44,"$1,292.72",Closed - Split Delivery
PO-004476,TEC-PH-10002350,SUP-TEC-03,Apex Digital Wholesale,2017-11-17,2017-11-26,20,$10.67,$213.40,Closed
PO-001158,OFF-AP-10002867,SUP-OFF-03,Prime Workplace Essentials,2017-11-18,2017-11-25,21,$13.44,$282.24,Closed
PO-002622,OFF-LA-10003510,SUP-OFF-01,Pinnacle Paper & Office,2017-11-18,2017-11-24,17,$17.13,$291.21,Closed
PO-004078,TEC-AC-10003870,SUP-TEC-03,Apex Digital Wholesale,2017-11-18,2017-11-30,17,$167.46,"$2,846.82",Closed
PO-001034,OFF-AP-10000595,SUP-OFF-04,Evergreen Office Goods,2017-11-19,2017-12-01,18,$1.00,$18.00,Closed
PO-001097,OFF-AP-10001947,SUP-OFF-02,Metro Stationery Co.,2017-11-19,2017-11-27,12,$6.46,$77.52,Closed
PO-001541,OFF-AR-10003770,SUP-OFF-03,Prime Workplace Essentials,2017-11-19,2017-11-28,15,$1.13,$16.95,Closed
PO-001953,OFF-BI-10002609,SUP-OFF-01,Pinnacle Paper & Office,2017-11-19,2017-11-27,12,$1.00,$12.00,Closed
PO-002032,OFF-BI-10003305,SUP-OFF-03,Prime Workplace Essentials,2017-11-19,2017-11-28,24,$1.77,$42.48,Closed
